C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_17_587.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_17_587.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_17_587.jpg, 0, 0, 0, 7.809526E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_17_691.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_17_691.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_17_691.jpg, 0, 0, 0, 7.918291E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_17_793.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_17_793.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_17_793.jpg, 0, 0, 0, 8.0413E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_17_899.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_17_899.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_17_899.jpg, 0, 0, 0, 7.802896E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_17_999.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_17_999.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_17_999.jpg, 0, 0, 0, 7.953625E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_18_104.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_18_104.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_18_104.jpg, 0, 0, 0, 7.90343E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_18_208.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_18_208.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_18_208.jpg, 0, 0, 0, 7.826077E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_18_310.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_18_310.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_18_310.jpg, 0, 0, 0, 7.780945E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_18_414.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_18_414.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_18_414.jpg, 0, 0, 0, 7.806437E-05
C:\Users\USER\Downloads\Major Project udemy\Data\IMG\center_2019_04_18_14_42_18_519.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\left_2019_04_18_14_42_18_519.jpg, C:\Users\USER\Downloads\Major Project udemy\Data\IMG\right_2019_04_18_14_42_18_519.jpg, 0, 0, 0, 7.812068E-05
